DOI,Title,Authors,Abstract,Journal,Year
10.3390/genes14071477,Selection and Validation of Reference Genes in Virus-Infected Sweet Potato Plants,"Guangyan Li, Xiaohui Sun, Xiaoping Zhu, Bin Wu, Hao Hong, Zhimei Xin, Xiangqi Xin, Jiejun Peng, Shanshan Jiang","Quantitative real-time PCR (qRT-PCR) in sweet potatoes requires accurate data normalization; however, there are insufficient studies on appropriate reference genes for gene expression analysis. We examined variations in the expression of eight candidate reference genes in the leaf and root tissues of sweet potatoes (eight nonvirus-infected or eight virus-infected samples). Parallel analyses with geNorm, NormFinder, and Best-Keeper show that different viral infections and origin tissues affect the expression levels of these genes. Based on the results of the evaluation of the three software, the adenosine diphosphate-ribosylation factor is suitable for nonvirus or virus-infected sweet potato leaves. Cyclophilin and ubiquitin extension proteins are suitable for nonvirus-infected sweet potato leaves. Phospholipase D1 alpha is suitable for virus-infected sweet potato leaves. Actin is suitable for roots of nonvirus-infected sweet potatoes. Glyceraldehyde-3-phosphate dehydrogenase is suitable for virus-infected sweet potato roots. The research provides appropriate reference genes for further analysis in leaf and root samples of viruses in sweet potatoes.",Genes,2023
10.1371/journal.pone.0284456,"The selection and validation of reference genes for quantitative real-time PCR studies in near-isogenic susceptible and resistant tomato lines, infected with the geminivirus tomato curly stunt virus","Mamokete Bokhale, Imanu Mwaba, Farhahna Allie","Quantitative real-time PCR (qPCR) is a sensitive and commonly used technique for gene expression profiling and provides insight into biological systems. Successful qPCR requires the use of appropriate reference genes for the normalization of data. In the present study, we aimed to identify and assess the best-suited reference genes in near-isogenic resistant (R) and susceptible (S) tomato lines infected with begomovirus Tomato curly stunt virus (ToCSV). Ten candidate reference genes namely, Actin7 (ACT), β-6 Tubulin (TUB), Ubiquitin 3 (UBI), Clathrin adaptor complexes medium subunit (CAC), Phytoene desaturase (PDS), Expressed protein (EXP), Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), Adenine phosphoribosyl transferase-like protein (APT1), TAP42-interacting protein (TIP41) and Elongation factor 1-alpha (EF1α) were selected and evaluated for their expression stability in resistant and susceptible tomato leaves using the analytical tools geNorm, NormFinder, BestKeeper, and RefFinder. After ranking the reference genes from most to least stable, the results suggested that a combination ofACT,EXP, andEF1αin the S lines and a combination ofTIP41,APT1, andACTin the R line is appropriate for qPCR normalization. Furthermore, to validate the identified reference genes, iron superoxide dismutase (SOD), heat shock protein 70 (HSP70) and Glutathione-S-transferase (GST) were selected as targets for normalization. The relative expression of the target genes varied when normalized against the most stable reference genes in comparison to the least stable genes. These results highlight the importance of careful selection of reference genes for accurate normalization in qPCR studies.",PLOS ONE,2023
10.1016/j.heliyon.2023.e18017,Expression of housekeeping genes varies depending on mevalonate pathway inhibition in cancer cells,"Nanami Irie, Katsuhiko Warita, Jiro Tashiro, Yaxuan Zhou, Takuro Ishikawa, Zoltán N. Oltvai, Tomoko Warita",,Heliyon,2023
10.1016/j.yexcr.2023.113619,Selection and validation of novel stable reference genes for qPCR analysis in EMT and MET,"Seray Yetkin, Hani Alotaibi",,Experimental Cell Research,2023
10.1016/j.ttbdis.2023.102168,Validation of stable reference genes in peripheral blood mononuclear cells for expression studies involving vector-borne haemoparasitic diseases in bovines,"Rashmeet Kaur, Sonika Ahlawat, Vikas Choudhary, Anisha Kumari, Ashish Kumar, Mandeep Kaur, Reena Arora, Rekha Sharma, Ramesh Kumar Vijh",,Ticks and Tick-borne Diseases,2023
10.7668/hbnxb.20193545,,,,,
10.13346/j.mycosystema.220343,,,,,
10.3390/ani13121897,Screening of Candidate Housekeeping Genes in Uterus Caruncle by RNA-Sequence and qPCR Analyses in Different Stages of Goat (Capra hircus),"Yumei Zhou, Xingchun Li, Xinyue Zhang, Minghui Li, Nanjian Luo, Yongju Zhao","The uterus is a critical pregnancy organ for mammals. The normal growth and development of ruminant uterus caruncles are crucial to maintain gestation and fetal health in goats. Quantitative real-time polymerase chain reaction (qRT-PCR) is a reliable tool to study gene expression profiling for exploring the intrinsic mechanism underlying the conversion process of uterus caruncle tissue. However, the candidate housekeeping genes (HKGs) are required for normalizing the expression of function genes. In our study, 22 HKGs were selected from analyzing transcriptome data at non-pregnancy and pregnancy processes and previous reports about HKGs in goat tissues. We assessed them for expression suitability in 24 samples from uterus tissues at 15 non-pregnant days (Stage 1), early (Stage 2), and medium-later pregnant days (Stage 3). The expression stability of these genes was evaluated by using geNorm, Normfinder, Bestkeeper, and Delta Ct algorithms and, comprehensively, by ReFinder. In addition, the most and least stable HKGs were used to normalize the target genes expression of SPP1, VEGFA, and PAG8. It was found that traditional reference genes, such as ACTB and GAPDH, were not suitable for target gene normalization. In contrast, PPIB selected from RNA sequencing data and EIF3K selected from previous references showed the least variation and were recommended as the best HKGs during the nonpregnant stage and the whole stages of goat uterus caruncle tissue, respectively. It is the first time the HKGs genes in uterus during the non-pregnant day and throughout the total pregnancy have been explored. These findings found suitable HKGs in uterus caruncle tissues at various stages of non-pregnancy and pregnancy; these can be useful for gene expression studies to reveal the molecular mechanisms of uterus development in goats.",Animals,2023
10.3390/vetsci10060381,Evaluation of a Porcine Endogenous Reference Gene (Internal Sample Control) in a Porcine Reproductive and Respiratory Syndrome Virus RT-qPCR,"Berenice Munguía-Ramírez, Betsy Armenta-Leyva, Alexandra Henao-Díaz, Fangshu Ye, David H. Baum, Luis G. Giménez-Lirola, Jeffrey J. Zimmerman","Endogenous reference genes are used in gene-expression studies to “normalize” the results and, increasingly, as internal sample controls (ISC) in diagnostic quantitative polymerase chain reaction (qPCR). Three studies were conducted to evaluate the performance of a porcine-specific ISC in a commercial porcine reproductive and respiratory syndrome virus (PRRSV) reverse transcription-qPCR. Study 1 evaluated the species specificity of the ISC by testing serum from seven non-porcine domestic species (n = 34). In Study 2, the constancy of ISC detection over time (≥42 days) was assessed in oral fluid (n = 130), serum (n = 215), and feces (n = 132) collected from individual pigs of known PRRSV status. In Study 3, serum (n = 150), oral fluid (n = 150), and fecal samples (n = 75 feces, 75 fecal swabs) from commercial herds were used to establish ISC reference limits. Study 1 showed that the ISC was porcine-specific, i.e., all samples from non-porcine species were ISC negative (n = 34). In Study 2, the ISC was detected in all oral fluid, serum, and fecal samples, but differed in concentration between specimens (p &lt; 0.05; mixed-effects regression model). The results of Study 3 were used to establish ISC reference limits for the 5th, 2.5th and 1.25th percentiles. Overall, the ISC response was consistent to the point that failure in detection is sufficient justification for re-testing and/or re-sampling.",Veterinary Sciences,2023
10.3390/plants12112185,Selection and Validation of Optimal RT-qPCR Reference Genes for the Normalization of Gene Expression under Different Experimental Conditions in Lindera megaphylla,"Hongli Liu, Jing Liu, Peng Chen, Xin Zhang, Ke Wang, Jiuxing Lu, Yonghua Li","Lindera megaphylla, a broad-leaved evergreen that is used as a landscape ornamental plant and medicinal plant, is an ecologically important and dominant tree species. However, little is known about the molecular mechanisms of its growth, development, and metabolism. The selection of suitable reference genes is critical for molecular biological analyses. To date, no research on reference genes as a foundation for gene expression analysis has been undertaken in L. megaphylla. In this study, 14 candidate genes were selected from the transcriptome database of L. megaphylla for RT-qPCR assay under different conditions. Results showed that helicase-15 and UBC28 were most stable in different tissues of seedlings and adult trees. For different leaf developmental stages, the best combination of reference genes was ACT7 and UBC36. UBC36 and TCTP were the best under cold treatment, while PAB2 and CYP20-2 were the best under heat treatment. Finally, a RT-qPCR assay of LmNAC83 and LmERF60 genes were used to further verify the reliability of selected reference genes above. This work is the first to select and evaluate the stability of reference genes for the normalization of gene expression analysis in L. megaphylla and will provide an important foundation for future genetic studies of this species.",Plants,2023
10.36899/japs.2023.3.0654,IDENTIFICATION OF REFERENCE GENES FOR GENE EXPRESSION ANALYSIS USING RT-QPCR IN PINELLIA TERNATA,"H Zhang, W Zhang, S Wei, Y Xiong, X Meng, Z Zhang, Y Duan, W Sheng, T Xue, J Xue","Pinellia ternata (Thunb.) Briet. is a well-known traditional Chinese herbal medicine that has many beneficial effects such as anti-tumor, anti-fertility, blood fat-reducing, and liver-protective. The comprehensive utilization value of P. ternata is high and the development prospect is broad. However, low tuber production resulting from “sprout tumble” (ST) due to high temperature and light intensity has largely reduced its use. Therefore, it is necessary to explore the functional gene responses to high temperature and light. Real-time quantitative PCR (RT-qPCR) is commonly used for accurately gene expression detection during gene function exploration. However, because the RT-qPCR results may vary depending on the conditions and environment, an internal reference gene (IRG) is needed to normalize the RT-qPCR data. Analyzing IRGs in P. ternata can help with subsequent functional characterization and verification of the genes regulating P. ternata growth. In this study, we screened 8 suitable IRGs, and determined the most suitable IRGs using the Ct value, GeNorm, NormFinder, and BestKeeper under shade and high-temperature conditions, and in different tissues. The results showed that 18S was a suitable IRG for P. ternata studies. This discovery has laid the foundation for further research on P. ternata, and is also beneficial for the exploration of more IRGs in medicinal plants.
Keywords: internal reference gene, high temperature, shade, RT-qPCR, Pinellia ternate",The Journal of Animal and Plant Sciences,2023
